"year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1981,0.249985414320894,0.243453933294566,0.232955418826922,0.221940599456687,0.247179653406529,0.264103712957124,0.233831811227775,0.230054199011249,0.245249021925026,0.219708829177512,0.242468816848468,0.22981663066231,0.247586205245361,0.246737760383185,0.207682149153146,0.237594404087176,0.23931932630772,0.239483864044369,0.202971857576274,0.239368999959557,0.229024304435167,0.242949862226458,0.248809157056706,0.211816416011198,0.245352583780157,0.251337218388972,0.217848162290832,0.227025756430316,0.224448443541209,0.230704484411363,0.231317043925,0.279433806602715,0.232051467884804,0.221680739929597,0.228416640010331,0.226525880684626,0.226279809071429,0.224012768492438,0.22866608461904,0.247168133254784,0.239940205223482,0.232154458577839,0.235571548349566,0.22796573427157,0.24912160705011,0.23071661765812,0.227873019067213,0.246770653446445,0.251206044959233,0.215288859648971,0.19540882675,0.218206048688194,0.223291186354574,0.219894362766351,0.254348237160843,0.22425653647685,0.253025318536998,0.204470469814052,0.226405775043538,0.225689019000426,0.244829122490999,0.22056946092639,0.238360353938719,0.230987118335224,0.226493032706427,0.221720878735808,0.222569962151159,0.203528995933069,0.206387264294998,0.20097996900068,0.200317413002323,0.229119979596332,0.223098957020442,0.212884305571639,0.234957269339088,0.229353000333555,0.243120477492108,0.230583558197286,0.211281857179084,0.235995260899465,0.242611234159922,0.219552084922642,0.229001257093052,0.212893891860798,0.214131991402089,0.218047496059639,0.206886324727946,0.22726728211948,0.197172624040362,0.205143848189561,0.235603464165249,0.237204532245024,0.250973508970784,0.243462944486944,0.234241877838509,0.219607758710188,0.226792292688928,0.262022479843912,0.213580387649118,0.195358042648695
1982,0.0665170312888857,0.0155191248168983,0.0493968711665462,0.0667557690507151,0.0625989515784579,0.0822526629538521,0.0780390152460333,0.0499069522286428,0.0292211354097963,0.068537150476079,0.0613194928143653,0.0859347323876299,0.0456743988913665,0.0410610558077504,0.0216153129458677,0.0268242915712786,0.082280235503858,0.0796753913173659,0.0393252800222506,0.0417899213334327,0.0209359151391543,0.0422511273828568,0.0760538071395837,0.0528073667751299,0.0667791233863732,0.057853618644236,0.0469899171964839,0.0511637521729286,0.050396008439988,0.0632458418129662,0.0405829907373892,0.0665308261142981,0.0597718092960288,0.0775859139637779,0.0489078532080273,0.0439520295414832,0.0589964255930529,0.0747937077788145,0.102863398082722,0.0766754279474974,0.071390873413435,0.0580183767922823,0.0479035268544549,0.0504423051309369,0.0633162133145837,0.0242795297385273,0.0814372421816166,0.0766595115262808,0.0593133456384699,0.05653082567551,0.100056738941239,0.0571089346915999,0.090711448445532,0.0271844635302425,0.0353580366885871,0.0556247102555457,0.0589203418905561,0.0664486388442965,0.0779197517624372,0.0386443825836851,0.0809806169133016,0.073096071931581,0.0415647512245538,0.0247975221029969,0.0554685339783591,0.0539861410459486,0.0717565663794955,0.0671016333934107,0.0715610672441046,0.0657898769224783,0.048051005249849,0.0473219478504764,0.082760537848744,0.0408308497246694,0.056051508048621,0.0350664001477422,0.0523423715768478,0.045277586128719,0.0465604651037084,0.0310444563661093,0.073462942326366,0.0639905906039598,0.0505787462316843,0.0776084963130579,0.0544468597496909,0.0565215378088978,0.0834355074862045,0.0535525521173156,0.0433421534303182,0.025308674002098,0.0846496157693316,0.0345445877531818,0.0285326917972165,0.0637507327782773,0.0461041712169644,0.0483038703531723,0.068942436622567,0.0690882040303682,0.0654144461946275,0.0967628886490675
1983,0.226318645864741,0.243281792477783,0.257645642905776,0.222175246481468,0.255913433659936,0.223524236079466,0.223427076184793,0.236712488058325,0.219820358539502,0.233345611232272,0.2112366064966,0.223016975777531,0.198318688498972,0.251481993171522,0.218262985455564,0.219939138783079,0.228723390910002,0.232128721179024,0.241954130747885,0.241304152581797,0.210949666912744,0.242561055459679,0.20238734729494,0.216022037370038,0.227614586018704,0.214887695688668,0.209155915864732,0.222594729304414,0.214722327424092,0.226461686646359,0.212354993956616,0.198695047358193,0.232720070683051,0.22811017194932,0.227325768287521,0.227517074280668,0.253562149222376,0.20584251792657,0.205052380922806,0.206340945659105,0.195844519733987,0.212145776142028,0.235706818807204,0.251831039854343,0.237044376694464,0.228593908985575,0.203881987897568,0.229168797306687,0.230838625070862,0.22570366630347,0.214732468890319,0.250172542409893,0.236538915005937,0.234894339990147,0.205672104022426,0.221280937056839,0.251134498461661,0.221510643138902,0.228742290581023,0.201888013171069,0.225661505065117,0.196806710390472,0.247593653467834,0.223693296152766,0.223993148081525,0.245653790347973,0.23532934113123,0.236063697740062,0.201357411033047,0.241896080227759,0.25691350695103,0.196015965837232,0.222182666957152,0.221405677500107,0.223477696177567,0.207492804475479,0.21931744314152,0.232373100245439,0.215126444039225,0.203022359905009,0.239154981157961,0.220187298023962,0.204544946174245,0.237071175403438,0.190214907177406,0.224861180138729,0.189623881964223,0.207004263180104,0.205102247877888,0.199815870714158,0.221947043425083,0.220830603642608,0.210966144838358,0.225847657964488,0.205425712283546,0.232310213994995,0.209114169027344,0.24948583486351,0.249314801688575,0.207629632406081
1984,0.0622912363904407,0.0589319251733527,0.0441559190675502,0.0568642578866023,0.0598691398430935,0.0673856818804353,0.050827814239433,0.0594393346943785,0.061654390033826,0.0691362064703549,0.0500869197795078,0.0388233744626474,0.0697541357885437,0.0651266988338207,0.060132742372955,0.0457466159446132,0.0482522642298791,0.0733455599665506,0.053336438734638,0.0556991386985332,0.0357174580333668,0.0185730938121077,0.0503157390822508,0.0816762438815746,0.0516399626362287,0.0693913302294144,0.0278630058158051,0.0552514663528245,0.0704832465255713,0.049534875962062,0.0726531899080004,0.0679465426934851,0.0149313628328235,0.0472022894013914,0.0630589947371646,0.0480265901459302,0.0922939189320101,0.037679016695537,0.0473648627141514,0.051028019106177,0.0513925155864409,0.06366546396836,0.0692517104464256,0.0580105711929512,0.0807125088447334,0.0787222083627998,0.0617528105733248,0.0693508273128251,0.0669478722831672,0.0675759519660456,0.0734438416152095,0.0652309118363425,0.0651780742832279,0.0687764370157699,0.0697102701121438,0.0349057765345544,0.0535238937936686,0.0418343583960318,0.0359803333557181,0.0745210975896941,0.0688403524584517,0.0187921129227707,0.0589179378280799,0.0652415100618982,0.0796356649230047,0.0652148867607604,0.0802271234641753,0.109124922508647,0.0566632066352267,0.0848101597946091,0.0414600093270689,0.0555973322164898,0.0548529344317229,0.075766322018503,0.0627568653807043,0.0880841154635438,0.0603752020321461,0.0421353896704144,0.0544713698760956,0.0664218779301321,0.0503072428871951,0.022664759129431,0.0599199316833272,0.0628039409216045,0.0682794050380327,0.0620188219605862,0.0691087545644732,0.0673621391486033,0.0607038870440061,0.0465084361059709,0.0691264234360003,0.0760481591872559,0.0447904629631498,0.0367888715603722,0.0293591907314281,0.0829313942839032,0.0583310719200645,0.0655279612147734,0.0588468643323551,0.0609952198384661
1985,0.0264724516781275,0.0630078832754927,-0.00468020783474444,0.0338056521176524,0.0395376250942855,0.0509881253773989,0.0470126437808256,0.0375329285319066,0.0422600649035232,0.0891575190167371,0.0604874937067946,0.00452622686361059,0.0230972477224943,0.0367042580936768,0.0130614444672922,0.0391139352648195,0.051918336553108,0.0753632694446118,0.0473811393981746,0.0485771570418363,0.0395348029936387,0.0473163439021921,0.0923783515523132,0.0546573153804234,0.0583916612479457,0.0338978059319593,0.0532100444833384,0.041237811302003,0.0562541387981281,0.0460055413227665,0.035259968758846,0.0394813854426363,0.03918203580639,0.0459159315587871,0.0520192088228085,0.0493501051149884,0.0425309104126902,0.0226366022897353,0.0218693574702399,0.0399509973711789,0.061643192898539,0.0363544477896298,0.0617510683255088,0.060531108887573,0.0308955474493586,0.0741452968289504,0.0263390094187233,0.0616988698667366,0.0501277072496839,0.0739413304586194,0.0443045870488147,0.050035483021942,0.0674052257841038,0.0516012061394229,0.0486426386739684,0.042583888462969,0.0261718258351063,0.0564092364020859,0.0226349941807958,0.0434104274004564,0.0242207248645966,0.0361421410940863,0.0342526598204865,0.0340137157906889,0.0501716369998663,0.0717774553883701,0.0647621610075859,0.0439637109744405,0.0615789187388561,0.0182381941567625,0.0379209184415765,0.062933612532754,0.0308661333407012,0.0129220094453552,0.0576292558358727,0.0728378075808967,0.0335986808767418,0.06592842899976,0.0394214253886066,0.0248060940256869,0.0291605682327939,0.0438608436981934,0.0467556944057003,0.0403300578645959,0.0678419574473512,0.049701787488221,0.06264673111815,0.0392269590678259,0.0507519266592469,0.03301556891029,0.0568413171608033,0.0340033746536118,0.0550475077776975,0.0481910411865667,0.0182088599626067,0.000293839061322384,0.0685260973433646,0.0490765380273874,0.0660422255437199,0.0373342343248483
1986,0.105829228680949,0.0656855122795191,0.0952022774038909,0.0827681070023525,0.131500057726056,0.104146408934962,0.0893682694723094,0.125563171357268,0.131021885106904,0.106651622383476,0.108690585294411,0.103033620457362,0.109715292275326,0.111416347047259,0.115469533229178,0.110189429139733,0.0899289303599949,0.112132844065693,0.0829806666337787,0.106001129027579,0.105347066830187,0.0901923402317393,0.132439519583302,0.116194292678653,0.113203373021973,0.0724364731704578,0.105146616833637,0.111763999609323,0.128220660653523,0.102515476025327,0.0825367943360716,0.0938700035423174,0.0847982132510306,0.106471289463694,0.137382369510448,0.102656171947709,0.100495071700256,0.0975451282146728,0.102927347355745,0.131596353655051,0.0877292950554517,0.123530446246626,0.101479340244586,0.0833112823524881,0.117259156420468,0.112218162255248,0.130817633174214,0.110996077144196,0.130431353743588,0.100824913175424,0.112529289314521,0.106578005657967,0.0938078945835552,0.122612914939529,0.0911927218661771,0.0922030406613025,0.107333690138014,0.0818164929093594,0.127914951116769,0.132497650566198,0.10406670980434,0.0644853480728051,0.0846921546277738,0.108358743528935,0.0861858420250879,0.103638891193148,0.105346582716547,0.136057872869827,0.111593110775782,0.0985447054325086,0.105010346431922,0.0951348075225585,0.118529433123574,0.116083888859534,0.0962666499114898,0.111845116788062,0.111427563972571,0.0942965002627844,0.114577668913097,0.119432784779466,0.0892691857499897,0.108619373965362,0.117576654539059,0.130847912644646,0.107894128538417,0.107728030925567,0.113853794355754,0.125011408583428,0.108237693477113,0.0937547188967214,0.116551599898015,0.140293651541327,0.0705492020719282,0.0841949124086042,0.111401005079312,0.0899342077170608,0.0904145076388783,0.101942359565992,0.125936547971359,0.100943765619097
1987,0.239376403626472,0.253309814645586,0.247733037134419,0.282954502424348,0.240915074374203,0.233815778080901,0.231977379659337,0.250193194749052,0.240919379509917,0.252468530125272,0.253027988620976,0.215709822259826,0.248087960184947,0.243258547604601,0.237285591631715,0.249028474001688,0.216775043554571,0.238033330517757,0.250103998421321,0.245003841248034,0.229123191074481,0.23153200062759,0.220582823924622,0.247903711646397,0.230324517676911,0.240781121500998,0.256481508008105,0.247311758309791,0.259194614381427,0.23713406883742,0.251777423100665,0.257626837909919,0.226987098270478,0.216438992722064,0.254997380405133,0.257297459281677,0.216289306621009,0.259793606896236,0.25033232324014,0.252264874184782,0.253338267675555,0.241303955351653,0.234591031031027,0.244318282319656,0.247054908833898,0.254890579391994,0.24915467541491,0.227709319515167,0.241751531359305,0.257809121544783,0.263571182609097,0.269239790758066,0.247502540945629,0.242729721695358,0.281666084805797,0.251904073874349,0.256476784750651,0.237617195373368,0.228132702846125,0.281774833894743,0.221691562898656,0.249056182317228,0.269520870100028,0.25039331952447,0.255741274060394,0.238749480044973,0.256484068326295,0.262631421186647,0.230169276447079,0.223580793916622,0.240208383859026,0.204586499262714,0.257170601636358,0.220275554373534,0.234798047102013,0.267770446159105,0.259989142056029,0.244020875446968,0.268986521803554,0.241424306188076,0.24208974643157,0.227057774592629,0.228726505306199,0.252186040468161,0.219636939452241,0.267694407104854,0.25654061232047,0.21632740819046,0.247611281947815,0.225752506241036,0.256398348650717,0.194179060024528,0.266008769126461,0.239282992446013,0.21975409251544,0.251138641425483,0.277208139271171,0.239582017855398,0.23194189316661,0.264924911954139
1988,0.303037666449434,0.289526090897336,0.295004480025742,0.311059367079713,0.294088467785243,0.320307730734425,0.262606962464172,0.276290461827484,0.279152911892507,0.266907273164341,0.26866569659118,0.275237582927141,0.312134187585815,0.245060474807285,0.273071608132094,0.297831435752152,0.293676226487107,0.266220439916946,0.271905510179549,0.284051488280764,0.30396919500024,0.268109146417642,0.253384727269155,0.298448337621055,0.269782207975509,0.274536049580902,0.255865288619203,0.292524838498997,0.246839572704175,0.243016313126421,0.272622074242349,0.288115188868132,0.279280086010849,0.288391076159537,0.272015535779168,0.227686833378583,0.290982538145002,0.297838174301056,0.279179558331961,0.275783496369613,0.296385897286757,0.274217094694567,0.255633641291223,0.267818323890237,0.291406350610772,0.258087251119366,0.300220956319565,0.267999638124121,0.280528774912192,0.275745506224201,0.285987716915509,0.307017772840288,0.290932761883528,0.268355298517656,0.293781658111342,0.264760977991611,0.282289472451696,0.272560987081972,0.295742269105654,0.268226111808092,0.286127228500362,0.291200985597518,0.260249439545317,0.266251951992882,0.292817126049097,0.253140996936919,0.293788295302685,0.281113714537894,0.274712151636014,0.306217105115953,0.283535171508664,0.295555211683499,0.252716109792435,0.323533514034578,0.262460780486419,0.259008352764155,0.282795014587101,0.263908636514174,0.28481397133705,0.265330765561688,0.280987012615232,0.288701657533363,0.284547981433501,0.288111387515019,0.28421481690835,0.272511211945402,0.251749537537297,0.296608599551644,0.274243219684935,0.247044753630042,0.282858997802379,0.283209066784176,0.275031448405848,0.274821793073097,0.284380835566678,0.266707629665932,0.292954073098491,0.28407641681689,0.29448889895587,0.296063231416172
1989,0.189106564624078,0.208734866679516,0.189959717773614,0.194965787684451,0.1839209383213,0.189730492451667,0.203519500723985,0.19765847356846,0.181702322932823,0.196050849969184,0.218107440517994,0.214291433557448,0.181184174343177,0.21834981658023,0.140125979285571,0.214209604176386,0.205939991089236,0.16708802653654,0.182183898340798,0.188490091720241,0.199818212681762,0.174240272947881,0.179357865958433,0.173810461497518,0.179420107612379,0.155244942255844,0.175262407984824,0.197757257565973,0.158068277016299,0.187546628511692,0.18973324970195,0.193477153804769,0.173054567912167,0.180294626274986,0.191513467822573,0.205487191482804,0.181808209903119,0.171288402013229,0.223653891569877,0.192730008889298,0.15274743038799,0.164244006104776,0.188225029011389,0.16205279923823,0.202654347469584,0.158667109801031,0.204243964880306,0.178756738416324,0.177562338999653,0.178574491686038,0.17502243274989,0.187663264039885,0.192899495493154,0.189537860106756,0.214269022163431,0.187939808790913,0.181752364040347,0.218810352969348,0.183178661719804,0.188912693695495,0.204088851962356,0.19785528153968,0.15933740067189,0.186207634699534,0.202101031579514,0.180390436452555,0.188281776698003,0.199573373722728,0.195456349789185,0.174638214391977,0.187628787668119,0.208283554348721,0.189580026341204,0.181771479864657,0.184731014341396,0.208252073442542,0.156181695735084,0.186262100750553,0.200067940080878,0.222244324923954,0.212569255217507,0.177227335335377,0.194156936410345,0.208848596819296,0.213825221151194,0.190990278109051,0.170332838126291,0.179800483659444,0.206735046918577,0.188898173379053,0.177962027576879,0.197383271068843,0.161685577220854,0.16894518335526,0.198659978464479,0.170294200234027,0.168443481184674,0.212525878164848,0.18891925380338,0.169762520530591
1990,0.374214952006643,0.326877691576268,0.355805725441265,0.376109323439541,0.298600816469392,0.349363303937596,0.347792026553753,0.379732963508545,0.325969202414559,0.361804205050655,0.33636807446364,0.344593116741265,0.312992203779082,0.313302990935332,0.347404463390171,0.363203265502513,0.363385201914533,0.341033151397255,0.349978690223333,0.336089952596864,0.355905740872418,0.364176762965005,0.375775941079798,0.3512127121231,0.36547844334754,0.331470182883147,0.350168224623341,0.360166903101617,0.370938600982516,0.367639454075721,0.356106826941906,0.352213969140805,0.339595758331907,0.365939765921699,0.318339409376336,0.3662413788841,0.338586815691395,0.366452702040156,0.345101177517655,0.364207311601901,0.371492439168851,0.342097783015935,0.359907617635284,0.31755441628104,0.375562907704554,0.347436545044599,0.355636519373117,0.350307839043237,0.348486540020976,0.35665357871644,0.380557752742826,0.354102704084924,0.365692880045407,0.370250410804252,0.346130408203763,0.387674853990466,0.342025268078123,0.342263765605202,0.356795436367053,0.332008208715717,0.353541277262875,0.367401861873018,0.335055693438729,0.340388493319644,0.351418113151551,0.364577662743407,0.352933166148364,0.346096286951952,0.33647781563426,0.329164425419087,0.35263256636204,0.366717916433463,0.352238903291625,0.354970716865735,0.361218845018163,0.339396583433324,0.35597362698628,0.376284147708089,0.335100060788728,0.343161657702343,0.373488967827519,0.348616288015657,0.347877315305809,0.353457232295882,0.353909266740957,0.33912800036446,0.372732450369313,0.358892953601036,0.376508823128488,0.347174681649593,0.353412504554919,0.34326589149149,0.366985323155808,0.36243449058952,0.35400333344878,0.359141502792527,0.378069160217185,0.364682145280599,0.38752326515896,0.338055336806511
1991,0.328038364784488,0.346720033778003,0.325760999672577,0.322662368243282,0.31885623461381,0.319367359555516,0.349267699029048,0.337813332699632,0.349105711345877,0.333824221389873,0.32137452997815,0.286740619019844,0.301292858720996,0.331710669952061,0.339297132273467,0.331609040553346,0.334360246648478,0.344038680633759,0.341909626019499,0.329100229195669,0.347641743649241,0.341082095788535,0.315853401596651,0.335807333318188,0.317540149386023,0.304244454119775,0.349421468796615,0.325608246180388,0.300585811505283,0.343046189752002,0.280734023171995,0.337345342908593,0.329031812259852,0.365073617108238,0.3097146543327,0.342665626903304,0.333849357044131,0.293308958680339,0.335201389406343,0.323236385012569,0.30669193990938,0.330127997636162,0.347382727233175,0.318651065515535,0.303745638577589,0.353225866879226,0.334262365783457,0.357265881406206,0.331100717290828,0.309246364680414,0.330165754195542,0.318237053965637,0.313964330014331,0.307382649170414,0.322984054065966,0.306596194410276,0.358364422492213,0.314225353043527,0.349761921875301,0.360556857277236,0.308064478101696,0.294444773688263,0.325222817836175,0.318966512552908,0.317765020110106,0.299657460303688,0.316614642315148,0.329302259960977,0.309483045562619,0.34296017586012,0.307407921427447,0.308133991403813,0.325086685755059,0.324953464249084,0.34955344377172,0.325344808239713,0.310494148482735,0.29795881171114,0.304385911926122,0.3246900965295,0.307069556410583,0.333728617449466,0.283633873148836,0.319643160239117,0.341600162382594,0.318092316163536,0.336121451069941,0.33060996211616,0.330532624341328,0.305906311460052,0.31655151976477,0.319968637459107,0.329190878381313,0.3439813715784,0.331508634116027,0.350694533596739,0.348820939481999,0.350894739433421,0.34308326711756,0.327787557029985
1992,0.14496443452198,0.147480334038588,0.121512778204271,0.168404580771727,0.117616124731657,0.139980494564844,0.138398780311321,0.153230253660004,0.161730067785551,0.153109456607674,0.166545130843194,0.171903306258195,0.181912536349102,0.159257195249204,0.145307352258831,0.157842735318287,0.115664738027215,0.162397563294111,0.14996568504158,0.152143084637401,0.180606985278416,0.160414477099252,0.170441280877133,0.121126934017322,0.120972370651884,0.13581558708527,0.13663425290316,0.130899283586438,0.131473500316141,0.160899418330286,0.166340368007119,0.145932272839977,0.14386465266902,0.166465786545722,0.15336272658064,0.14938882907618,0.14696380842888,0.120004838378503,0.121843858289649,0.123078143461259,0.17160719748903,0.158168166548522,0.159079719800052,0.147007556071795,0.150518068214727,0.147592740595408,0.176494970055053,0.1655488448747,0.130805979144062,0.117355760998513,0.162716372383441,0.148871660772147,0.146669666705981,0.17384187976754,0.146317942165023,0.117693950223208,0.142238144032485,0.123573132050676,0.171047863957896,0.124592377420157,0.142758158772797,0.143644463110245,0.123790307451134,0.143658927017702,0.154494210126465,0.158433949311476,0.134846383053358,0.136484946896767,0.125340528733122,0.155748727285261,0.159058288981282,0.12714957855182,0.110201062193127,0.15117421134371,0.168261985724786,0.135868520994935,0.15286342519781,0.141929089420201,0.189759692226536,0.1327018442961,0.146696851335277,0.166279863597423,0.163740344081006,0.149493631901933,0.128065225627839,0.12458299880366,0.129671224204163,0.160125121591639,0.183018486766701,0.151964104902541,0.152706376816548,0.167287426310188,0.113857831525865,0.189659211076301,0.167130283153218,0.149526917886278,0.14156838851238,0.136016604098549,0.147769214485378,0.147204730437827
1993,0.159915889822461,0.145399751654293,0.182299370292942,0.179134411470829,0.19888894434497,0.154116798799796,0.179987537078139,0.205998991217073,0.153983216087006,0.169909517969405,0.159661938305371,0.191539906616327,0.167979559966991,0.159287003534346,0.178989945929363,0.170167695451764,0.172134835339935,0.164342390969912,0.145321075067252,0.174262621859654,0.188737663098888,0.180955709092534,0.159259581610336,0.162094907814741,0.172740853263135,0.170393450442814,0.19713876347433,0.16918192023614,0.173691023938457,0.17286145078872,0.18942854362607,0.182102262881705,0.147564288298808,0.21095049959327,0.154405323714266,0.168978858366689,0.173160505823034,0.163927039855295,0.184163384632959,0.168441142368355,0.17827091606185,0.148911765576287,0.179629037991801,0.178704291521584,0.203197382850754,0.169043818189223,0.164963323419496,0.162693354545097,0.186133998942113,0.184932858637016,0.142293553054857,0.195166552558495,0.163623832513528,0.134677869076913,0.207202290951645,0.177215190952532,0.170628255954087,0.173419893268879,0.209176706443521,0.197155820996344,0.159344606972783,0.200622499112454,0.180632478368187,0.164729510935832,0.168534049523271,0.158596639408363,0.173456775798605,0.189081156383,0.160193448182748,0.194394314963921,0.170543435443569,0.150950021097884,0.18873376285266,0.14854481608669,0.179729108873646,0.173622557069467,0.162594249065085,0.192822701951626,0.166998216044511,0.182685509347509,0.146720991289362,0.144020190707972,0.160161201250037,0.181367029477751,0.195324142361223,0.191533468841592,0.193465116853017,0.182700530813773,0.192122317753961,0.198386352788451,0.201223716166224,0.180552160627111,0.160600007078688,0.149894651106798,0.187507274226942,0.184668068501087,0.166177061303111,0.141545958277186,0.173304301430058,0.166109007951035
1994,0.244186664946992,0.253306668400694,0.263809777038081,0.262357396210283,0.245432797123012,0.281358002295773,0.245298710633625,0.274833085477848,0.253436745405941,0.25560157032994,0.253727381683795,0.249209658697988,0.237728564520343,0.236799205084594,0.252433949019837,0.22916344404059,0.268643192400647,0.251888061255694,0.233770518053251,0.261929975950372,0.266747659686067,0.292867020221761,0.269345745800315,0.267544335029801,0.253930119821042,0.237332646883164,0.240730029014727,0.247195498858033,0.242835850582675,0.263920199321042,0.271700676226579,0.247700964390121,0.267831278865875,0.24337639228567,0.242298707154092,0.295996232704877,0.255583626884587,0.260753305070749,0.253533810801058,0.243370285414487,0.256108690273791,0.231337740338363,0.25291494209514,0.259236447539548,0.264097219324801,0.266744068586431,0.230863360627283,0.238225527739454,0.263508390440613,0.248282542449664,0.258915570078587,0.231434450172571,0.263211457687516,0.271168152523132,0.248661765794237,0.2516385624389,0.254137370475555,0.262795371982841,0.241600660358339,0.262030396112748,0.234304378437157,0.217045501291685,0.253257756394688,0.274350403535964,0.229672261454795,0.246239543243792,0.249249875741288,0.261009301323952,0.267644957675731,0.251386280940358,0.282809495627103,0.240936958045824,0.280167780093315,0.265369868032761,0.260370349844243,0.228398245245536,0.246961778067002,0.234209518940736,0.264323035926907,0.23047933441188,0.249860480284747,0.248613704803284,0.280714121467766,0.228998018822811,0.245086959732243,0.239426068992223,0.276034735496031,0.261090397078546,0.300826132329976,0.245610814087624,0.260788969601896,0.262419560812802,0.257993481702801,0.230650783529031,0.272395713731288,0.262177302469683,0.253968887773609,0.271527270915482,0.253709962895113,0.256449628723707
1995,0.412694183918553,0.350623536516687,0.373636517881697,0.370177242401005,0.392765922527363,0.347700765494658,0.400571711413119,0.358614866175854,0.38593002389128,0.364703492595929,0.356868847391235,0.399397561967585,0.371054770340321,0.381015887857385,0.355092463969193,0.382953189432001,0.356048889571232,0.381965651827165,0.356425803267414,0.384122922821917,0.375001703759013,0.380040987868197,0.353723386598872,0.399315523275525,0.365810938645767,0.386440287498255,0.39039845550802,0.381644924259469,0.368205798199237,0.400085999128308,0.359292397093594,0.394105921660418,0.37959975426082,0.353414876885737,0.377531023477043,0.396370015476749,0.372236666536464,0.41283084792769,0.38158345510799,0.364004528167537,0.365235068787181,0.388251037253048,0.39192083852178,0.384712829415871,0.356357327271999,0.394524200643278,0.386105174688397,0.371320788544308,0.381034379639932,0.393658632569821,0.406514469343973,0.349689231073734,0.39969743371406,0.38139246086213,0.398218543276939,0.393295188431449,0.38290261813822,0.388080281953377,0.348871223301015,0.371622541682334,0.3801173763009,0.399258932453087,0.362905789366759,0.365221959830738,0.391205574850873,0.375863542857344,0.394798799837041,0.366234264913966,0.393396608518079,0.337628196092734,0.373202858911354,0.35318383983228,0.369058071313571,0.375682883159549,0.383682951897696,0.350694902242321,0.421289161177199,0.403417001766263,0.360418766016761,0.414054691014729,0.341887616332856,0.390572101777297,0.398643609221171,0.350374815271398,0.370016952503753,0.37187119095747,0.416305278448588,0.378337314657946,0.357991043519268,0.328093399549522,0.370571856372778,0.386783689432246,0.389960721227063,0.362314853883374,0.36192547489781,0.37171930179287,0.375871213092583,0.409665364786633,0.374809049299155,0.367594263651315
1996,0.265351527652596,0.256223836593438,0.266671047234677,0.240373820641578,0.281179478221931,0.280859449909326,0.271579488177308,0.275677353524061,0.272271904728845,0.255347051235864,0.272582520259614,0.298779120429898,0.269776602041029,0.272895240214922,0.297723913990083,0.255326798463916,0.297646728322734,0.259595939482836,0.292145198546679,0.263669438243632,0.269370463345501,0.290632431961427,0.299028678418407,0.286514479392457,0.252536785054235,0.289834620586014,0.278081353581243,0.270249251667328,0.274115286859794,0.279948877790796,0.258636952831617,0.252369336571073,0.273664784873805,0.306204102501163,0.268261798687904,0.281391499683435,0.269644668612334,0.287849799826942,0.268016744342837,0.277448394275579,0.301036500618681,0.278637429986418,0.304688255797104,0.26935722083158,0.272723300022593,0.294643321583561,0.268141681493498,0.285790886110439,0.256667252816267,0.276925410019864,0.264497728551136,0.236158190291485,0.28987722502884,0.293115624415089,0.280552258255552,0.262384454992975,0.287379688134498,0.265522133159785,0.285565178161439,0.267407180997271,0.294738027817418,0.282227581633351,0.271893425098255,0.271875653498722,0.276781066403768,0.304605562877165,0.268509604444775,0.278667642432514,0.269407725221546,0.302758364004246,0.268427685147325,0.283124523407413,0.300732316378313,0.279775448439845,0.306654175945145,0.246333744401941,0.289736509416188,0.276518973079548,0.272767633029049,0.291930012502794,0.274329138190545,0.28966952607907,0.279873616230927,0.279096062883123,0.278701328669388,0.257314888128378,0.286337794088228,0.278362208343383,0.290632643989844,0.299743141752362,0.262493968745215,0.305351202189316,0.269148122210259,0.24704107653757,0.316768244980376,0.263529901699902,0.293109004594112,0.240252602008429,0.289479835947277,0.294414358542277
